Real,Previsto
58.24236679077149,59.172005125554165
59.05276107788086,59.18927994787709
58.28095626831055,59.21249967590931
58.91769790649414,59.275861828748724
58.830867767333984,59.29554292030417
58.02047348022461,59.29088990746559
58.6861572265625,59.29020617559761
58.48355484008789,59.288130059928484
58.25201416015625,59.28525894407538
58.52214813232422,59.284690016897216
58.705448150634766,59.28490394040062
59.23606872558594,59.28495083140067
58.6861572265625,59.2850870502094
58.75368881225586,59.285208642820976
58.51250076293945,59.28522195055681
59.23606872558594,59.28521252710642
59.39043045043945,59.28520887381824
60.02716827392578,59.285201188240634
60.91474151611328,59.28519634143405
60.7121467590332,59.28519619467455
61.9180908203125,59.28519661524091
61.60936737060547,59.28519687576298
61.3585319519043,59.28519726929419
60.87615203857422,59.285197451094184
60.798973083496094,59.28519744174036
59.97892761230469,59.285197421922454
59.82456588745117,59.28519740525787
60.70249557495117,59.2851973865133
60.7700309753418,59.28519738015023
60.13329315185547,59.28519738112459
59.57373046875,59.28519738212321
59.0141716003418,59.28519738309572
58.96593475341797,59.28519738393683
58.898399353027344,59.285197384139806
58.1072998046875,59.285197384076355
58.46426010131836,59.285197384023476
58.43531799316406,59.285197383970804
59.3036003112793,59.285197383935035
59.409725189208984,59.28519738392951
58.09765625,59.28519738393311
59.45796203613281,59.285197383935966
58.12659454345703,59.285197383938645
57.316200256347656,59.28519738394009
57.02000045776367,59.28519738394019
57.310001373291016,59.285197383939995
57.20000076293945,59.28519738393984
56.849998474121094,59.28519738393971
57.060001373291016,59.28519738393965
56.77000045776367,59.28519738393965
56.52000045776367,59.28519738393966
56.0,59.28519738393967
56.22999954223633,59.285197383939675
56.08000183105469,59.285197383939675
56.97999954223633,59.285197383939675
57.20000076293945,59.285197383939675
58.29999923706055,59.285197383939675
58.380001068115234,59.285197383939675
57.400001525878906,59.285197383939675
58.04999923706055,59.285197383939675
59.79999923706055,59.285197383939675
59.369998931884766,59.285197383939675
59.29999923706055,59.285197383939675
59.58000183105469,59.285197383939675
58.7400016784668,59.285197383939675
56.54999923706055,59.285197383939675
56.9900016784668,59.285197383939675
57.400001525878906,59.285197383939675
56.68000030517578,59.285197383939675
56.68000030517578,59.285197383939675
56.0,59.285197383939675
57.59000015258789,59.285197383939675
58.11000061035156,59.285197383939675
58.5,59.285197383939675
58.5,59.285197383939675
58.220001220703125,59.285197383939675
57.540000915527344,59.285197383939675
58.22999954223633,59.285197383939675
57.349998474121094,59.285197383939675
57.529998779296875,59.285197383939675
60.34000015258789,59.285197383939675
60.61000061035156,59.285197383939675
64.25,59.285197383939675
63.959999084472656,59.285197383939675
63.5099983215332,59.285197383939675
63.81999969482422,59.285197383939675
64.16999816894531,59.285197383939675
62.939998626708984,59.285197383939675
62.47999954223633,59.285197383939675
63.029998779296875,59.285197383939675
61.119998931884766,59.285197383939675
60.959999084472656,59.285197383939675
61.25,59.285197383939675
62.130001068115234,59.285197383939675
61.93000030517578,59.285197383939675
61.16999816894531,59.285197383939675
62.34000015258789,59.285197383939675
60.7599983215332,59.285197383939675
60.54999923706055,59.285197383939675
60.33000183105469,59.285197383939675
60.40999984741211,59.285197383939675
59.349998474121094,59.285197383939675
59.70000076293945,59.285197383939675
61.72999954223633,59.285197383939675
62.880001068115234,59.285197383939675
62.65999984741211,59.285197383939675
62.470001220703125,59.285197383939675
62.060001373291016,59.285197383939675
62.029998779296875,59.285197383939675
62.66999816894531,59.285197383939675
62.119998931884766,59.285197383939675
61.41999816894531,59.285197383939675
63.560001373291016,59.285197383939675
60.630001068115234,59.285197383939675
58.650001525878906,59.285197383939675
57.31999969482422,59.285197383939675
57.15999984741211,59.285197383939675
56.84000015258789,59.285197383939675
57.54999923706055,59.285197383939675
57.68000030517578,59.285197383939675
57.619998931884766,59.285197383939675
58.18000030517578,59.285197383939675
58.16999816894531,59.285197383939675
57.43000030517578,59.285197383939675
58.130001068115234,59.285197383939675
57.529998779296875,59.285197383939675
58.779998779296875,59.285197383939675
