ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-12-01,11.12818916821289,5.91596758909553,16.37762252695896,11.12818916821289,11.12818916821289,-0.08710233593412596,-0.08710233593412596,-0.08710233593412596,-0.14374715031883237,-0.14374715031883237,-0.14374715031883237,0.05664481438470642,0.05664481438470642,0.05664481438470642,0.0,0.0,0.0,11.041086832278763
2014-12-02,11.122586405790807,6.10340236659929,16.24239824245729,11.122586405790807,11.122586405790807,0.039257108989972395,0.039257108989972395,0.039257108989972395,-0.13062925737053935,-0.13062925737053935,-0.13062925737053935,0.16988636636051174,0.16988636636051174,0.16988636636051174,0.0,0.0,0.0,11.161843514780779
2014-12-03,11.116983643368723,5.8130968764629225,16.41465003895463,11.116983643368723,11.116983643368723,0.1358137969326485,0.1358137969326485,0.1358137969326485,-0.14118522419787172,-0.14118522419787172,-0.14118522419787172,0.27699902113052016,0.27699902113052016,0.27699902113052016,0.0,0.0,0.0,11.252797440301372
2014-12-04,11.11138088094664,6.117092169048553,16.171569989176266,11.11138088094664,11.11138088094664,0.16593463490245905,0.16593463490245905,0.16593463490245905,-0.2117449020705496,-0.2117449020705496,-0.2117449020705496,0.3776795369730086,0.3776795369730086,0.3776795369730086,0.0,0.0,0.0,11.2773155158491
2014-12-05,11.105778118524556,6.270836766477984,16.78041422568308,11.105778118524556,11.105778118524556,0.28708050774927946,0.28708050774927946,0.28708050774927946,-0.1846758094941502,-0.1846758094941502,-0.1846758094941502,0.47175631724342976,0.47175631724342976,0.47175631724342976,0.0,0.0,0.0,11.392858626273835
2014-12-08,11.088969831258305,6.2161013628123705,16.487022625149596,11.088969831258305,11.088969831258305,0.5709254192859337,0.5709254192859337,0.5709254192859337,-0.14374715031919413,-0.14374715031919413,-0.14374715031919413,0.7146725696051277,0.7146725696051277,0.7146725696051277,0.0,0.0,0.0,11.659895250544238
2014-12-09,11.083367068836221,6.512759732028532,16.845933853695794,11.083367068836221,11.083367068836221,0.6526797234496639,0.6526797234496639,0.6526797234496639,-0.1306292573705064,-0.1306292573705064,-0.1306292573705064,0.7833089808201703,0.7833089808201703,0.7833089808201703,0.0,0.0,0.0,11.736046792285885
2014-12-10,11.077764306414139,6.910233449733204,17.372437762258336,11.077764306414139,11.077764306414139,0.7052928146954364,0.7052928146954364,0.7052928146954364,-0.14118522419780208,-0.14118522419780208,-0.14118522419780208,0.8464780388932385,0.8464780388932385,0.8464780388932385,0.0,0.0,0.0,11.783057121109575
2014-12-11,11.072161543992053,6.888746302716243,17.097585099234998,11.072161543992053,11.072161543992053,0.6930267203926109,0.6930267203926109,0.6930267203926109,-0.21174490207057264,-0.21174490207057264,-0.21174490207057264,0.9047716224631835,0.9047716224631835,0.9047716224631835,0.0,0.0,0.0,11.765188264384664
2014-12-12,11.06655878156997,6.654158121617851,16.86894691393975,11.06655878156997,11.06655878156997,0.7742032633769896,0.7742032633769896,0.7742032633769896,-0.18467580949373616,-0.18467580949373616,-0.18467580949373616,0.9588790728707258,0.9588790728707258,0.9588790728707258,0.0,0.0,0.0,11.84076204494696
2014-12-15,11.04975049430372,7.233329148895359,16.92792431288098,11.04975049430372,11.04975049430372,0.9603560222372757,0.9603560222372757,0.9603560222372757,-0.1437471503192054,-0.1437471503192054,-0.1437471503192054,1.1041031725564812,1.1041031725564812,1.1041031725564812,0.0,0.0,0.0,12.010106516540995
2014-12-16,11.044147731881637,7.336363119518666,17.10341551604862,11.044147731881637,11.044147731881637,1.0190999306679405,1.0190999306679405,1.0190999306679405,-0.130629257370855,-0.130629257370855,-0.130629257370855,1.1497291880387954,1.1497291880387954,1.1497291880387954,0.0,0.0,0.0,12.063247662549577
2014-12-17,11.03854496945955,7.139201897999397,17.31654400928055,11.03854496945955,11.03854496945955,1.0542876572649729,1.0542876572649729,1.0542876572649729,-0.14118522419784318,-0.14118522419784318,-0.14118522419784318,1.1954728814628162,1.1954728814628162,1.1954728814628162,0.0,0.0,0.0,12.092832626724524
2014-12-18,11.032942207037468,7.141982459995491,17.21515900654138,11.032942207037468,11.032942207037468,1.0304784102552929,1.0304784102552929,1.0304784102552929,-0.2117449020705448,-0.2117449020705448,-0.2117449020705448,1.242223312325838,1.242223312325838,1.242223312325838,0.0,0.0,0.0,12.063420617292762
2014-12-19,11.027339444615386,7.056750600629792,17.441293237397524,11.027339444615386,11.027339444615386,1.1061514320080865,1.1061514320080865,1.1061514320080865,-0.1846758094938786,-0.1846758094938786,-0.1846758094938786,1.2908272415019648,1.2908272415019648,1.2908272415019648,0.0,0.0,0.0,12.133490876623473
2014-12-22,11.010531157349135,7.004798285478914,17.174755945344316,11.010531157349135,11.010531157349135,1.311385461139419,1.311385461139419,1.311385461139419,-0.14374715031914115,-0.14374715031914115,-0.14374715031914115,1.4551326114585605,1.4551326114585605,1.4551326114585605,0.0,0.0,0.0,12.321916618488554
2014-12-23,11.00492839492705,7.390069059086445,17.603402273979455,11.00492839492705,11.00492839492705,1.3873860186993725,1.3873860186993725,1.3873860186993725,-0.13062925737050604,-0.13062925737050604,-0.13062925737050604,1.5180152760698786,1.5180152760698786,1.5180152760698786,0.0,0.0,0.0,12.392314413626423
2014-12-26,10.9881201076608,7.460029243541943,17.228242910440684,10.9881201076608,10.9881201076608,1.5508063378502417,1.5508063378502417,1.5508063378502417,-0.1846758094947385,-0.1846758094947385,-0.1846758094947385,1.7354821473449802,1.7354821473449802,1.7354821473449802,0.0,0.0,0.0,12.538926445511041
2014-12-29,10.971311820394549,7.804660098550554,17.941391420290252,10.971311820394549,10.971311820394549,1.8508182631909433,1.8508182631909433,1.8508182631909433,-0.14374715031915244,-0.14374715031915244,-0.14374715031915244,1.9945654135100959,1.9945654135100959,1.9945654135100959,0.0,0.0,0.0,12.822130083585492
2014-12-30,10.965709057972466,7.619854421312542,17.83708874290905,10.965709057972466,10.965709057972466,1.957601330166492,1.957601330166492,1.957601330166492,-0.13062925737053863,-0.13062925737053863,-0.13062925737053863,2.0882305875370313,2.0882305875370313,2.0882305875370313,0.0,0.0,0.0,12.923310388138958
2015-01-02,10.948900770706215,8.01950124894538,18.3918326237216,10.948900770706215,10.948900770706215,2.194968036902838,2.194968036902838,2.194968036902838,-0.18467580949432452,-0.18467580949432452,-0.18467580949432452,2.3796438463971623,2.3796438463971623,2.3796438463971623,0.0,0.0,0.0,13.143868807609053
2015-01-05,10.932092483439963,8.247035082369784,18.58461542825073,10.932092483439963,10.932092483439963,2.5189285895271687,2.5189285895271687,2.5189285895271687,-0.1437471503190882,-0.1437471503190882,-0.1437471503190882,2.6626757398462564,2.6626757398462564,2.6626757398462564,0.0,0.0,0.0,13.451021072967132
2015-01-06,10.92648972101788,8.593965794134592,18.44890088039581,10.92648972101788,10.92648972101788,2.6184158839206737,2.6184158839206737,2.6184158839206737,-0.1306292573708873,-0.1306292573708873,-0.1306292573708873,2.749045141291561,2.749045141291561,2.749045141291561,0.0,0.0,0.0,13.544905604938554
2015-01-07,10.920886958595796,8.564343728305102,18.99126649364251,10.920886958595796,10.920886958595796,2.687938805098795,2.687938805098795,2.687938805098795,-0.14118522419785579,-0.14118522419785579,-0.14118522419785579,2.8291240292966515,2.8291240292966515,2.8291240292966515,0.0,0.0,0.0,13.608825763694592
2015-01-08,10.915284196173712,8.780859950802618,18.55771004948598,10.915284196173712,10.915284196173712,2.689810164089536,2.689810164089536,2.689810164089536,-0.21174490207051233,-0.21174490207051233,-0.21174490207051233,2.9015550661600487,2.9015550661600487,2.9015550661600487,0.0,0.0,0.0,13.605094360263248
2015-01-09,10.90968143375163,8.449012202120604,18.535315256729945,10.90968143375163,10.90968143375163,2.780364311991718,2.780364311991718,2.780364311991718,-0.18467580949426926,-0.18467580949426926,-0.18467580949426926,2.9650401214859863,2.9650401214859863,2.9650401214859863,0.0,0.0,0.0,13.690045745743348
2015-01-12,10.892873146485378,8.820743683015234,18.684697863650193,10.892873146485378,10.892873146485378,2.946607302655006,2.946607302655006,2.946607302655006,-0.1437471503183231,-0.1437471503183231,-0.1437471503183231,3.0903544529733287,3.0903544529733287,3.0903544529733287,0.0,0.0,0.0,13.839480449140385
2015-01-13,10.887270384063296,8.942823612302082,19.174075444128462,10.887270384063296,10.887270384063296,2.976662491124901,2.976662491124901,2.976662491124901,-0.13062925737072908,-0.13062925737072908,-0.13062925737072908,3.1072917484956304,3.1072917484956304,3.1072917484956304,0.0,0.0,0.0,13.863932875188198
2015-01-14,10.88166762164121,8.932835440114667,18.722204775928976,10.88166762164121,10.88166762164121,2.969504002570359,2.969504002570359,2.969504002570359,-0.14118522419789029,-0.14118522419789029,-0.14118522419789029,3.1106892267682493,3.1106892267682493,3.1106892267682493,0.0,0.0,0.0,13.851171624211569
2015-01-15,10.876064859219127,8.264028777423716,18.808337456153268,10.876064859219127,10.876064859219127,2.8884343047786056,2.8884343047786056,2.8884343047786056,-0.21174490207068722,-0.21174490207068722,-0.21174490207068722,3.100179206849293,3.100179206849293,3.100179206849293,0.0,0.0,0.0,13.764499163997733
2015-01-16,10.870462096797045,8.677585698125652,18.776343113727147,10.870462096797045,10.870462096797045,2.8909440140711467,2.8909440140711467,2.8909440140711467,-0.18467580949349652,-0.18467580949349652,-0.18467580949349652,3.075619823564643,3.075619823564643,3.075619823564643,0.0,0.0,0.0,13.761406110868192
