Predicted
34.41256
20.454645
16.846794
15.991302
15.792983
15.747255
15.736725
15.734302
15.733743
15.733614
15.733584
15.733578
15.733577
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
15.733576
