Predicted
28.745556
13.27643
8.694299
7.4479117
7.1173577
7.0302935
7.007403
7.001387
6.9998074
6.9993916
6.9992824
6.9992537
6.9992466
6.9992447
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
6.999244
