Date,VALE3.SA,PETR4.SA,ITUB4.SA,PGCO34.SA,AAPL34.SA,AMZO34.SA,^BVSP,VALE3.SA_log_return,PETR4.SA_log_return,ITUB4.SA_log_return,PGCO34.SA_log_return,AAPL34.SA_log_return,AMZO34.SA_log_return,^BVSP_log_return
2014-12-01,12.100375175476074,3.945980310440063,13.148422241210938,12.488458633422852,3.2947564125061035,2.142750024795532,52276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-02,11.739497184753418,3.897937059402466,13.03793239593506,12.857280731201172,3.3393547534942627,2.0952749252319336,51612.0,-0.030277474114309564,-0.012249963776548321,-0.008438784435608854,0.029105336285851942,0.013445361928927637,-0.022405288376729383,-0.0127831711451899
2014-12-03,12.001955032348633,4.07089376449585,13.148422241210938,12.857280731201172,3.2992160320281982,2.029325008392334,52320.0,0.02211057163507374,0.04341511944279106,0.008438784435608904,0.0,-0.012092726551828591,-0.03198154441247533,0.013624503559343751
2014-12-04,11.848855018615724,3.929966688156128,12.952396392822266,12.679919242858888,3.3839540481567383,2.029325008392334,51427.0,-0.012838315869247977,-0.03523162395349103,-0.015020949103676604,-0.013890664626234483,0.02535998830479051,0.0,-0.01721538077648692
2014-12-05,11.963680267333984,3.901139736175537,13.198325157165527,12.679919242858888,3.3783793449401855,2.021699905395508,51992.0,0.009644175836851572,-0.007362199062289238,0.01880911884444509,0.0,-0.0016487517415486946,-0.003764534735859842,0.010926534219591421
2014-12-08,11.580926895141602,3.686545610427856,12.706459999084473,12.679919242858888,3.2947564125061035,2.005000114440918,50274.0,-0.03251590414813125,-0.056578879830989914,-0.037979414023753946,0.0,-0.02506387194034078,-0.008294577007321861,-0.03360181573284338
2014-12-09,11.318473815917969,3.6577188968658447,12.75635814666748,12.679919242858888,3.317055940628052,2.005000114440918,50193.0,-0.02292326992956891,-0.00785016976739155,0.003919299990346042,0.0,0.006745385828779295,0.0,-0.0016124701155683593
2014-12-10,10.89744472503662,3.48476243019104,12.5639009475708,12.908811569213867,3.311481475830078,2.009424924850464,49548.0,-0.03790790891374551,-0.04843982824173505,-0.015202127659604861,0.017890565435114462,-0.001681959612480276,0.0022044562586912494,-0.012933678051682556
2014-12-11,10.59124755859375,3.4046897888183594,12.706459999084473,12.908811569213867,3.372804880142212,2.009424924850464,49861.0,-0.028500374837741073,-0.023246041800965,0.01128282766925891,0.0,0.01834904179875029,0.0,0.0062972373595766235
2014-12-12,10.339723587036133,3.2637617588043213,12.02926254272461,12.908811569213867,3.372804880142212,2.009424924850464,48002.0,-0.024034821690876996,-0.042273386970206286,-0.054768298897029305,0.0,0.0,0.0,-0.037996457345003926
2014-12-15,10.219432830810549,2.9018330574035645,11.772632598876951,13.073145866394045,3.2847211360931396,2.009424924850464,47019.0,-0.011702049099205738,-0.1175378178071994,-0.02156466007377055,0.012650046789578137,-0.02646294858002387,0.0,-0.02069090136648537
2014-12-16,10.580310821533203,3.0011229515075684,11.715600967407228,13.472887992858888,3.2891812324523926,4.018849849700928,47008.0,0.034703716986568475,0.03364390972978605,-0.004856196902885623,0.030119176933199817,0.0013569100341138992,0.6931471805599453,-0.00023397534857394204
2014-12-17,10.777153968811035,3.0331521034240723,12.307276725769045,13.472887992858888,3.2891812324523926,4.018849849700928,48714.0,0.018433716094246738,0.010615841147786704,0.04926932155917478,0.0,0.0,0.0,0.03564866311689764
2014-12-18,10.913848876953123,3.0651814937591553,12.214601516723633,13.472887992858888,3.3426997661590576,4.018849849700928,48496.0,0.012604001643614025,0.010504405618725954,-0.007558609447421841,0.0,0.01614012541155865,0.0,-0.004485142792917079
2014-12-19,11.794174194335938,3.1484570503234863,12.403507232666016,13.472887992858888,3.30590558052063,4.018849849700928,49651.0,0.07757317525790668,0.026805724975194557,0.015347192239434562,0.0,-0.01106835474580812,0.0,0.02353721095981563
2014-12-22,11.684821128845217,3.321413278579712,12.489041328430176,13.432214736938477,3.366114616394043,2.0420000553131104,50121.0,-0.00931503709570037,0.05347787112905861,0.006872292099018457,-0.0030234626727011693,0.01804870745029823,-0.6770660078247456,0.009421550668487872
2014-12-23,12.149587631225586,3.494370460510254,12.546072006225586,13.432214736938477,3.456427574157715,2.064199924468994,50890.0,0.03900456927832677,0.05076285504417269,0.004556062973249391,0.0,0.02647641625835935,0.010812958728574679,0.015226358656990298
