Predicted
28.789038
12.86701
6.9304156
5.010849
4.4223595
4.245011
4.1918445
4.1759315
4.17117
4.169747
4.1693206
4.1691933
4.169155
4.1691437
4.1691403
4.169139
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
4.1691384
