Previsao
75.67559
75.612
75.65553
75.866806
76.45438
77.06469
77.56103
77.99848
78.29447
78.494965
78.855965
79.44771
80.04249
80.71767
81.23834
81.673615
81.993324
81.93548
81.70543
81.63446
81.703896
81.866234
82.09361
82.47471
82.99883
83.78647
84.08377
84.06913
83.831
83.359375
82.16092
80.85752
79.5583
78.6047
78.03463
77.701096
77.2922
76.928154
76.71801
76.92783
77.31541
77.52821
77.52091
77.34693
76.81434
76.22341
75.752174
76.0497
76.593864
77.21404
77.23936
76.87485
76.52102
76.04087
75.55197
75.20506
75.111
74.73048
74.358406
74.21511
74.311554
74.38567
74.27404
73.75698
73.00828
72.26642
71.79453
71.71567
72.048294
72.25976
72.395615
72.096825
71.47506
70.792854
70.44131
70.973724
71.516815
71.80955
71.824486
71.553734
71.30958
70.73836
69.87292
68.59446
67.04928
65.700905
64.91432
64.63051
64.184784
63.678524
62.895638
62.47471
62.433147
62.69429
62.84254
62.70562
62.47315
62.38641
62.150593
62.248005
62.489403
62.63661
62.541176
62.10666
61.352875
60.549603
60.090164
59.787754
59.375603
58.918205
58.731144
59.137733
59.663013
60.198536
60.81676
61.312416
61.46715
61.548813
61.76173
62.077904
62.403255
62.632812
62.49234
62.10071
61.60011
61.027485
60.54381
60.309597
59.901054
59.61793
59.23678
59.198288
59.269737
59.296066
59.2267
59.2214
59.086395
59.250877
59.59359
60.210384
60.846188
61.26177
61.4347
61.43215
61.367256
61.345028
61.66916
62.43803
63.238674
63.704628
63.490707
63.247684
62.86395
62.30811
61.837616
61.493496
61.324646
61.200184
61.027546
60.741917
60.369526
59.748314
59.0249
58.338516
57.92538
57.59981
57.391262
57.48196
57.771797
57.97326
58.08252
58.272083
58.788017
59.364388
59.888584
60.920677
62.081738
63.052532
63.579372
63.593925
63.521824
63.40011
63.231293
63.524242
63.87558
64.06665
64.17601
64.30203
64.11243
63.899757
63.47754
62.86745
62.301144
62.01489
62.052155
62.14075
62.179176
62.07457
61.928772
61.9441
61.949383
62.01839
62.198467
62.271145
62.401302
62.621243
62.433964
61.946274
61.118053
60.257057
59.75579
59.495846
59.62364
60.28379
61.18102
62.174625
63.25782
64.333176
65.259346
65.709465
65.86699
65.90657
66.055
66.19437
66.67455
67.30045
67.90892
68.70831
69.7552
70.32985
70.516235
70.37681
70.03374
69.68191
69.381645
69.22761
69.401665
69.40733
69.23437
68.93132
68.662094
68.48827
68.40041
68.39231
68.425934
68.542435
68.75353
69.02909
69.372856
69.64327
70.2551
70.80073
71.26967
71.740845
72.08598
72.28366
72.306046
72.066086
71.58592
71.01861
70.35289
69.580605
68.967606
68.38184
67.89953
67.39901
66.77511
66.1542
65.49608
64.89244
64.65525
64.7441
64.68608
64.80279
64.91763
64.94932
64.76691
64.46724
63.93501
63.296593
62.91011
62.724148
62.570564
62.417038
62.259686
62.094635
62.36805
62.705776
62.776543
62.799446
62.907288
63.0581
62.93157
62.99089
62.99247
63.01327
63.01908
62.99249
62.80987
62.738365
62.687607
62.57364
62.11407
61.51544
61.01962
60.52132
59.995533
59.746155
59.75248
59.95209
60.185696
60.27645
60.26509
60.07367
59.92567
59.857674
59.90501
60.12142
60.225616
60.147537
59.885075
60.139893
60.50779
60.709564
60.848022
60.88947
60.93958
60.8871
60.91266
61.00583
61.2907
61.60806
61.792866
62.020714
61.991844
61.85343
61.973953
62.080975
62.278034
62.49249
62.711563
62.963337
63.08201
63.210533
63.278465
63.372826
63.4533
63.480488
63.560196
63.868843
64.22066
64.50081
64.608574
64.54985
64.42791
64.33326
64.02082
63.555992
63.094795
62.485188
61.811012
61.076534
60.588768
60.162037
59.958984
59.88123
59.73692
59.710182
59.704506
59.670918
59.67878
59.735355
59.898582
59.98371
60.032036
60.00957
60.08596
60.21865
60.468533
60.886795
61.272976
61.795715
62.229763
62.50318
62.56555
62.50317
62.242874
61.90907
61.75344
61.716263
61.630386
61.442097
61.141567
60.833836
60.56353
60.21813
59.96503
59.792416
59.843933
60.00975
59.970364
60.09011
60.018993
59.733574
59.344574
59.022873
58.76596
58.52336
58.368797
58.23111
58.083675
57.866905
57.697147
57.550793
57.60044
57.770615
58.165234
58.61018
58.830296
59.025276
59.47961
59.89318
60.207115
60.468266
60.505756
60.04424
59.51188
59.1013
58.689125
58.35221
57.99022
57.96355
58.187923
58.56586
58.95434
59.233353
59.292667
59.36116
59.259438
59.12945
59.503654
60.08885
61.33186
62.60561
63.59625
64.33597
64.88328
65.01251
64.841644
64.65473
64.141014
63.545326
63.064293
62.877556
62.825687
62.7174
62.81934
62.714424
62.504646
62.242043
62.01472
61.653522
61.360104
61.508995
62.04017
62.620983
63.095108
63.362835
63.480663
63.618694
63.636135
63.469536
63.63184
63.379288
62.641094
61.572918
60.507023
59.566227
58.97376
58.671818
58.555588
58.653072
58.835663
58.89982
59.025333
59.047157
