Date,VALE3.SA,PETR4.SA,ITUB4.SA,PGCO34.SA,AAPL34.SA,AMZO34.SA,^BVSP
2012-02-23,20.96059799194336,6.956479549407959,9.487273216247559,6.10190486907959,1.335339903831482,0.8012499809265137,65820.0
2012-02-24,21.070514678955078,7.119340419769287,9.46099853515625,6.10190486907959,1.335339903831482,0.8012499809265137,65943.0
2012-02-27,20.845905303955078,7.081533432006836,9.358510971069336,6.10190486907959,1.335339903831482,0.8012499809265137,65241.0
2012-02-28,21.06574058532715,7.075717449188232,9.61342716217041,6.10190486907959,1.335339903831482,0.8012499809265137,65959.0
2012-02-29,20.812454223632812,7.069900035858154,9.671241760253906,6.10190486907959,1.3963803052902222,0.8012499809265137,65812.0
2012-03-01,21.051403045654297,7.235667705535889,9.780351638793945,6.10190486907959,1.4016553163528442,0.8012499809265137,66810.0
2012-03-02,21.2425594329834,7.357814788818359,9.911808013916016,6.10190486907959,1.434813141822815,0.8012499809265137,67782.0
2012-03-05,20.621295928955078,7.151331424713135,9.767203330993652,6.10190486907959,1.4016553163528442,0.8012499809265137,66964.0
2012-03-06,19.62248992919922,6.907041072845459,9.438562393188477,6.10190486907959,1.394119143486023,0.8012499809265137,65114.0
2012-03-07,19.59381866455078,6.973929405212402,9.635751724243164,6.10190486907959,1.4016553163528442,0.8012499809265137,66017.0
2012-03-08,19.665496826171875,7.005918025970459,9.943353652954102,6.10190486907959,1.4016553163528442,0.8012499809265137,66908.0
2012-03-09,19.64638328552246,6.895407676696777,10.10109806060791,6.10190486907959,1.4016553163528442,0.8012499809265137,66704.0
2012-03-12,19.41221046447754,6.813975811004639,9.940727233886719,6.10190486907959,1.4016553163528442,0.8012499809265137,66385.0
2012-03-13,20.40623664855957,7.104797840118408,10.056405067443848,6.10190486907959,1.4016553163528442,0.8012499809265137,68394.0
2012-03-14,20.21508026123047,7.221128463745117,10.095847129821777,6.10190486907959,1.4016553163528442,0.8012499809265137,68257.0
2012-03-15,20.40623664855957,7.043725967407227,10.114253044128418,6.10190486907959,1.4016553163528442,0.8012499809265137,67749.0
2012-03-16,20.535274505615234,7.081533432006836,10.148425102233887,6.10190486907959,1.4016553163528442,0.8012499809265137,67684.0
2012-03-19,20.535274505615234,7.081533432006836,10.148425102233887,6.10190486907959,1.4016553163528442,0.8012499809265137,67730.0
2012-03-20,20.363229751586914,7.094513893127441,9.969651222229004,6.10190486907959,1.6533499956130981,0.8012499809265137,67296.0
2012-03-21,20.28676986694336,7.047741889953613,9.911808013916016,6.10190486907959,1.6533499956130981,0.8812999725341797,66860.0
2012-03-22,19.8662166595459,7.047741889953613,9.635751724243164,6.10190486907959,1.6533499956130981,0.8812999725341797,65828.0
2012-03-23,19.85665512084961,6.927894115447998,9.543728828430176,6.10190486907959,1.6533499956130981,0.8923500180244446,65813.0
2012-03-26,20.124279022216797,7.076974868774414,9.711986541748047,6.10190486907959,1.6533499956130981,0.9188500046730042,66685.0
2012-03-27,20.267650604248047,6.957124710083008,9.719878196716309,6.10190486907959,1.6533499956130981,0.9188500046730042,66037.0
2012-03-28,19.88055419921875,6.837273597717285,9.464855194091797,6.10190486907959,1.6533499956130981,0.9188500046730042,65079.0
2012-03-29,20.148178100585938,6.8168110847473145,9.367576599121094,6.10190486907959,1.6533499956130981,0.9188500046730042,64872.0
2012-03-30,20.50181770324707,6.8255815505981445,9.183539390563965,6.10190486907959,1.642799973487854,0.9188500046730042,64511.0
2012-04-02,21.03228187561035,6.790503978729248,9.284802436828613,6.10190486907959,1.642799973487854,0.9188500046730042,65216.0
2012-04-03,20.559165954589844,6.591729640960693,9.140140533447266,6.10190486907959,1.642799973487854,0.9188500046730042,64284.0
2012-04-04,20.1529541015625,6.360800743103027,8.858696937561035,6.10190486907959,1.642799973487854,0.9188500046730042,63529.0
2012-04-05,20.10038185119629,6.430955410003662,8.679847717285156,6.10190486907959,1.642799973487854,0.8887500166893005,63691.0
2012-04-09,19.890111923217773,6.311104774475098,8.548330307006836,6.10190486907959,1.642799973487854,0.8887500166893005,62923.0
2012-04-10,19.70850944519043,6.194179534912109,8.374740600585938,6.10190486907959,1.642799973487854,0.8887500166893005,61738.0
2012-04-11,19.70850944519043,6.24094820022583,8.374740600585938,6.10190486907959,1.642799973487854,0.859250009059906,61293.0
2012-04-12,20.96059799194336,6.4338788986206055,8.669326782226562,6.10190486907959,1.642799973487854,0.8768249750137329,63058.0
2012-04-13,20.931926727294922,6.33449125289917,8.332647323608398,6.10190486907959,1.642799973487854,0.8768249750137329,62106.0
2012-04-16,20.655258178710938,6.2877197265625,8.27215576171875,6.10190486907959,1.642799973487854,0.8768249750137329,61955.0
2012-04-17,21.096187591552734,6.308183670043945,8.285299301147461,6.10190486907959,1.642799973487854,0.8768249750137329,62699.0
2012-04-18,21.311758041381836,6.360800743103027,8.23532772064209,6.10190486907959,1.642799973487854,0.8768249750137329,63010.0
2012-04-19,21.15498161315918,6.270181179046631,8.295827865600586,6.10190486907959,1.642799973487854,0.9175000190734863,62618.0
2012-04-20,21.105989456176758,6.273103713989258,8.477314949035645,6.10190486907959,1.642799973487854,0.9175000190734863,62494.0
2012-04-23,20.96881103515625,6.220487117767334,8.361588478088379,6.10190486907959,1.642799973487854,0.9175000190734863,61539.0
2012-04-24,21.017799377441406,6.2087931632995605,8.27215576171875,6.10190486907959,1.642799973487854,0.8870750069618225,61971.0
2012-04-25,20.714046478271484,6.176639556884766,7.785561561584473,6.157594203948975,1.7256935834884644,0.8870750069618225,61750.0
