Real,Previsto
63.9156379699707,80.95827444944338
63.69374465942383,81.20458153052635
62.504364013671875,81.99912252807255
60.02798080444336,82.71420174839774
61.3859977722168,84.14436716856301
60.533905029296875,82.01501488351676
59.54867935180664,81.74487275902493
59.92146682739258,81.37144079341813
59.96584701538086,80.53716541750397
60.267635345458984,77.10475863778646
59.87709045410156,76.9537987098538
59.33565902709961,76.07185324712194
58.63446044921875,76.53268967791439
58.14628219604492,76.77105407103272
56.5995979309082,76.50885463450554
56.04183197021485,75.24554149771714
55.82238006591797,75.17402938797568
56.60873794555664,75.48389891132057
55.97782516479492,76.99352610870685
56.05097579956055,77.14449301615443
57.22137069702149,76.2228201545695
57.6419792175293,75.69047859355048
56.87390899658203,75.3647167147614
56.75504302978515,73.84714682941046
57.56882858276367,73.84714682941046
59.40671920776367,74.06961886708459
59.41586685180664,77.15243570411907
59.507301330566406,76.99352610870685
62.99105453491211,77.23188352231027
63.45738983154297,74.72909229214233
63.183074951171875,74.07756853456415
62.16811752319336,74.69731456076883
60.99772262573242,73.79949070162257
61.875518798828125,73.57700470491864
61.829803466796875,73.85510347640492
61.592063903808594,74.47029187937505
64.11573791503906,72.41596240006871
63.58539962768555,72.65956142936761
62.83561325073242,73.4553098829928
62.95447540283203,74.00746628683399
63.375091552734375,73.43906855180322
61.7200813293457,72.60273421899137
62.17726516723633,70.89754799341398
60.89714431762695,70.15863372967995
59.94619369506836,70.05308950524989
60.0742073059082,70.72703146471072
60.98857879638672,71.65269660882268
61.79323196411133,72.71640259877367
61.25374984741211,71.47405592476717
60.87885284423828,71.49029725595675
60.22965240478515,69.64708414357015
60.257083892822266,68.71329484410595
61.13488006591797,68.59961948480874
60.69597625732422,69.80137330011365
61.06173324584961,73.15487666380274
61.592063903808594,71.7257721299034
60.887996673583984,70.84070682400792
61.53720474243164,70.27232304800698
62.04010772705078,69.50905027724603
59.76332473754883,70.05308950524989
58.90381622314453,68.19362808215881
57.31280517578125,66.9025783531283
57.203086853027344,64.71020453822548
58.51063537597656,63.11870763097512
58.45577621459961,63.33794466348965
59.708465576171875,64.54780518535955
61.78408432006836,65.06748241657905
62.34184646606445,62.74519191118944
63.09164047241211,62.306721335917814
64.2986068725586,60.5690664069911
65.1032485961914,62.339203998296966
65.3775634765625,63.09435261370567
64.07916259765625,63.67898470041109
64.12487030029297,62.59904086902799
64.4357681274414,61.502852216697846
65.42328643798828,61.559689896346455
65.28612518310547,62.355434860214174
67.30689239501953,61.20241899750779
67.75493621826172,63.021259643837666
67.88294219970703,63.10246629978555
69.54710388183594,62.47723088510618
71.22954559326172,61.57592773777857
69.12017059326172,60.32547086744965
68.68614959716797,59.09936901439018
68.10437774658203,58.9369661717668
67.69805908203125,60.1387130075568
67.84581756591797,59.732718115149424
67.82733917236328,58.47413359971081
68.19671630859375,58.0925007040878
69.46185302734375,59.18868586666048
67.9012222290039,61.44601453704925
67.27327728271484,60.991295651073145
66.83001708984375,61.169936335128654
67.04241180419922,62.038763799592004
67.22710418701172,61.78704759445577
67.28250885009766,60.78018277391084
67.40255737304688,61.35669070526403
67.41178894042969,62.32295568759248
67.78117370605469,62.76143324237901
68.2059555053711,62.85075358440676
68.52915954589844,62.63151655189223
69.00936126708984,61.17805351096598
68.78772735595703,60.625907576397154
71.07788848876953,60.33358804328698
70.54228210449219,59.789555794798034
70.79161834716797,59.903238133610145
71.4749755859375,60.54471138972164
71.29027557373047,58.83141147806437
71.15176391601562,59.4728812444184
70.78237915039062,58.42541658565699
69.83123016357422,60.05751682088129
68.93548583984375,59.789555794798034
68.58456420898438,59.31860255714726
67.71653747558594,58.9369661717668
66.70073699951172,59.43228140620192
67.05164337158203,58.62029162138717
66.20207214355469,60.34170521912432
66.07279205322266,60.72334160450478
65.21398162841797,61.99003980602329
64.04120635986328,61.99003980602329
63.71799850463867,61.372932036453605
62.88689041137695,61.023774823694836
62.609859466552734,60.87762029177594
63.90268325805664,60.99941631666793
64.54910278320312,61.33233917775203
62.96076202392578,62.996904626568224
64.17971801757812,64.75079739692706
63.874977111816406,64.54780518535955
63.514835357666016,63.4597371986242
62.57292175292969,61.19429484215556
62.28664779663086,62.43663453664715
61.021522521972656,61.65712392445408
60.49515914916992,60.75582077712649
61.56636047363281,61.09685383453302
61.68640899658203,61.1374536727495
61.141571044921875,61.413535364427545
60.87377166748047,61.05625748607399
60.689083099365234,60.56094574139631
60.49515914916992,59.919475975042275
62.79454803466797,59.4728812444184
62.323585510253906,58.057945125781146
60.95688247680664,57.54769023968667
61.418609619140625,57.34693147288954
62.074256896972656,58.06630658464023
62.22200393676758,57.48913559937084
60.7167854309082,57.55605518830322
62.314353942871094,58.62675465219145
61.63099670410156,59.01153530903771
61.86186218261719,58.308890094520095
61.760284423828125,58.200149252262435
61.62177276611328,58.94461572010533
60.80912780761719,60.625952943244044
61.64023208618164,60.63432138161805
61.42784118652344,60.717967378026074
60.95688247680664,63.90497092384112
59.063812255859375,64.33158330328503
58.695804595947266,64.0806348447886
59.07205581665039,63.15213252786677
58.319549560546875,62.08143306397854
57.653865814208984,62.884457661894714
58.75368881225586,62.84263640856943
59.23606872558594,62.625147744539206
59.63161849975586,64.93385262416152
59.48690414428711,64.44868909415923
58.80192565917969,63.76277028711726
58.67650604248047,63.87150763961748
57.93364334106445,64.25629527597864
58.46426010131836,62.74226051492832
58.6861572265625,63.160500966240775
59.06241226196289,61.98942211895398
59.75703430175781,61.11947444234798
58.898399353027344,61.23658372297963
58.24236679077149,62.07306811536199
57.60562515258789,62.8091801038607
60.750736236572266,62.31565162524187
60.34553527832031,61.97268873196343
59.42901611328125,61.378787849460934
59.67985534667969,61.403882695310585
59.45796203613281,62.20690729322675
59.805274963378906,61.80538975963249
59.274654388427734,62.13999119405183
59.921043395996094,62.625147744539206
60.14293670654297,61.981053680579976
61.126991271972656,62.57496154259738
61.09804916381836,63.03502673699256
60.56742858886719,60.95218244953193
61.319942474365234,60.16588774884886
60.02716827392578,58.71040064859946
60.02716827392578,58.61002824471581
61.6479606628418,59.80619844809479
61.0594596862793,59.75601224615295
61.66725158691406,60.901996247590105
61.73478698730469,62.80081166548669
61.9180908203125,63.31106306182372
62.303993225097656,63.99698884838058
61.73478698730469,65.10114461697755
62.2364616394043,65.83724613620389
62.02421569824219,66.08819459470031
62.39081954956055,64.90039282969532
62.35223007202149,64.9422071035057
62.16893005371094,65.22662233598321
62.62236785888672,66.1300228275405
63.84760284423828,66.00454510853484
63.81866455078125,67.85318130400451
63.63535690307617,68.26306029645787
63.13368606567383,68.38016259757461
62.75743103027344,69.90256928675639
62.786373138427734,71.44169889365635
62.99862289428711,69.51200261205187
61.638309478759766,69.11495196799837
61.0112190246582,68.58273603824767
60.97262954711914,68.21102801282302
59.68950271606445,68.3462002780351
59.08170700073242,68.32929589292931
58.24236679077149,68.66720910717223
59.05276107788086,69.82458018718084
58.28095626831055,68.39688551529281
58.91769790649414,67.8224295613224
58.830867767333984,67.41692672471599
58.02047348022461,67.61122944022375
58.6861572265625,67.78018953710267
58.48355484008789,67.83087477436038
58.25201416015625,67.94069744142868
58.52214813232422,67.94914265446667
58.705448150634766,68.2870628482245
59.23606872558594,68.67566129972512
58.6861572265625,68.9713344897483
58.75368881225586,69.41063213753645
58.51250076293945,69.2078772294758
59.23606872558594,71.30296009632659
59.39043045043945,70.81297721128072
60.02716827392578,71.04107473797023
60.91474151611328,71.66622290871327
60.7121467590332,71.49725583231945
61.9180908203125,71.37054273917518
61.60936737060547,71.03262254541735
61.3585319519043,70.16249340142376
60.87615203857422,69.34304949468788
60.798973083496094,69.02201972700601
59.97892761230469,68.2279323979288
59.82456588745117,67.29865884460969
60.70249557495117,67.61967465326174
60.7700309753418,66.84247077074558
60.13329315185547,66.72420289063929
59.57373046875,65.93854681557023
59.0141716003418,64.86566974303089
58.96593475341797,64.56999306325025
58.898399353027344,63.809679606810064
58.1072998046875,63.55624644100661
58.46426010131836,64.73894618061425
58.43531799316406,65.33030302993299
59.3036003112793,63.877258759901196
59.409725189208984,64.99238283617517
58.09765625,64.71360007222795
59.45796203613281,64.38413556078046
58.12659454345703,63.522455119582304
57.316200256347656,63.260566271468505
57.02000045776367,62.10320566073226
57.310001373291016,61.62167845799674
57.20000076293945,62.60163375881609
56.849998474121094,62.71145642588441
57.060001373291016,62.21302832780056
56.77000045776367,61.96804037503509
56.52000045776367,61.79908376791363
56.0,61.62167845799674
56.22999954223633,63.72520304812805
56.08000183105469,63.294357592892794
56.97999954223633,62.0440717206791
57.20000076293945,62.46646847311892
58.29999923706055,63.06626704571819
58.380001068115234,63.2014288416579
57.400001525878906,61.824426386542484
58.04999923706055,63.28591237985482
59.79999923706055,62.66076420911179
59.369998931884766,62.87196433021043
59.29999923706055,62.779039068732985
59.58000183105469,62.65232597558871
58.7400016784668,61.90890294522448
56.54999923706055,62.66921291190722
56.9900016784668,62.47491368615691
57.400001525878906,62.0440717206791
56.68000030517578,60.31225515597244
56.68000030517578,59.97559476465541
56.0,60.319796521829915
57.59000015258789,59.63138951772345
58.11000061035156,59.02240939326347
58.5,60.02854834425803
58.5,60.46983864355225
58.220001220703125,60.83169508368509
57.540000915527344,60.69930764492108
58.22999954223633,60.072676327260226
57.349998474121094,59.95794008169709
57.529998779296875,59.27835518443361
60.34000015258789,59.763773466730015
60.61000061035156,59.96676916805497
64.25,60.31097441498693
63.959999084472656,60.94642783949077
63.5099983215332,60.160932293264594
63.81999969482422,59.56078125516251
64.16999816894531,58.97827792050383
62.939998626708984,61.85548522788052
62.47999954223633,61.48479970138979
63.029998779296875,60.646350575561
61.119998931884766,60.875823066687275
60.959999084472656,60.672830855119756
61.25,60.99055931225041
62.130001068115234,60.50513754019654
61.93000030517578,61.096466471455656
61.16999816894531,61.29945868302316
62.34000015258789,62.19969047481247
60.7599983215332,62.17321368501116
60.54999923706055,61.68779191295731
60.33000183105469,62.37620589657867
60.40999984741211,61.193551523817916
59.349998474121094,61.193551523817916
59.70000076293945,62.67628316050845
61.72999954223633,62.13791129860941
62.880001068115234,62.69393086395186
62.65999984741211,62.755713529912384
62.470001220703125,62.923403355078136
62.060001373291016,63.27643419861053
62.029998779296875,62.755713529912384
62.66999816894531,63.21465502240747
62.119998931884766,63.020488407440396
61.41999816894531,63.35586456801447
63.560001373291016,63.32056218161273
60.630001068115234,63.15287584620441
58.650001525878906,63.567689355697325
57.31999969482422,64.68855757274011
57.15999984741211,64.66208427269625
56.84000015258789,64.49439095777304
57.54999923706055,64.0354529550354
57.68000030517578,63.69124770810345
57.619998931884766,63.717724497904754
58.18000030517578,63.911894602629275
58.16999816894531,62.667454074150555
57.43000030517578,62.09377982584978
58.130001068115234,62.058477439448026
57.529998779296875,60.884648663287706
58.779998779296875,60.32862560818781
